id,url,name,description,outings,typeOfCourse,duration
37,https://sigarra.up.pt/ffup/pt/WEB_BASE.GERA_PAGINA?p_pagina=122205,Mestrado Integrado em Ciências Farmacêuticas ,"Aquele que é um dos mais antigos cursos de Ciências Farmacêuticas do país assenta numa formação de banda larga, pensada com o objetivo de formar profissionais altamente qualificados, capazes de exercerem as diversas atividades associadas à profissão farmacêutica. Segue a nossa receita!","Análises Clínicas, Análises Químicas e Biológicas, Distribuição de Medicamentos, Farmácia Comunitária, Farmácia Hospitalar, Indústria Farmacêutica, e Investigação.",Mestrado Integrado,10 Semestres / 300 ECTS
38,https://sigarra.up.pt/flup/pt/cur_geral.cur_view?pv_curso_id=339,Licenciatura em Arqueologia ,"A licenciatura em Arqueologia da FLUP oferece-te uma ""paisagem"" privilegiada sobre as grandes áreas da Arqueologia, desde a Arqueologia Pré-Histórica à Arqueologia Moderna e Contemporânea. O objetivo do curso passa por formar arqueólogos capazes de lidar com informação complexa e contraditória, aptos a integrar equipas de investigação e dotados de consciência crítica sobre o papel e o lugar do Homem no mundo .","O diplomado em Arqueologia pode desempenhar tarefas nos domínios do Património Arqueológico e Cultural, nomeadamente em organismos da administração central e desconcentrada, em organismos autárquicos (gabinetes de arqueologia, divisões de património, etc.), em museus (nacionais, municipais ou outros) e instituições públicas ou privadas com coleções, gabinetes de arquitetura, gabinetes de gestão patrimonial, empresas de Arqueologia e outras empresas ligadas ao Património. Pode, ainda, exercer atividade na área de investigação ou como Profissional Liberal.",Licenciatura,6 Semestres / 180 ECTS
39,https://sigarra.up.pt/flup/pt/cur_geral.cur_view?pv_curso_id=454,Licenciatura em Ciência da Informação ,"Na licenciatura em Ciência da Informação da U.Porto, encontrarás uma formação ajustada à nova realidade da Sociedade da Informação, em que os profissionais dos arquivos e das bibliotecas, os administradores de dados e sistemas de informação e, em geral, os gestores de informação nas organizações desenvolvem a sua atividade. No final do curso, espera-se que estejas habilitado a utilizar adequadamente as tecnologias como meio indissociável dos processos de produção, tratamento e difusão da informação e compreender e aplicar técnicas de avaliação de fontes e recursos de informação e técnicas de gestão de sistemas e serviços de informação.","Administrador de dados, Analista de informação, Arquivista, Auditor de informação, Bibliotecário, Cientista da informação, Consultor em informação, Documentalista, Gestor de informação ou gestor de conteúdos, nomeadamente na Internet, Gestor de recursos de informação, Gestor de sistemas de informação em organismos públicos ou privados.",Licenciatura,6 Semestres / 180 ECTS
40,https://sigarra.up.pt/flup/pt/cur_geral.cur_view?pv_curso_id=455,Licenciatura em Ciências da Comunicação ,"Assente num plano de estudos que combina os conhecimentos de teoria da comunicação com uma forte componente prática em modernos estúdios de televisão e rádio e laboratórios multimédia online, o curso de Ciências da Comunicação da U.Porto garante-te a formação adequada para o exercício de diferentes profissões dentro do universo da Comunicação. Para ajudar, no fim dos dois primeiros anos da licenciatura, poderás optar por um dos seguintes ramos de especialização: Jornalismo, Assessoria ou Multimédia.","Jornalismo (escrito, radiofónico, televisivo e online) e Comunicação, Assessoria da Comunicação (relações públicas, assessoria de imprensa e de imagem, comunicação empresarial), Comunicação Multimédia (conceção e produção de conteúdos multimédia).",Licenciatura,6 Semestres / 180 ECTS
41,https://sigarra.up.pt/flup/pt/cur_geral.cur_view?pv_curso_id=460,Licenciatura em Ciências da Linguagem ,"Tendo como objeto de estudo a linguagem verbal humana e as línguas naturais, a licenciatura em Ciências da Linguagem assenta numa abordagem teórico-prática que te permitirá estudar, de forma aprofundada, as propriedades da gramática das línguas naturais (com especial incidência na Língua Portuguesa), mas também as formas de aquisição de língua materna e de línguas não maternas, ou o modo de processamento da linguagem oral e escrita. O curso apresenta dois percursos de formação: Linguística e Português Língua Não Materna.","Variante de Linguística: investigação pluridisciplinar, linguística computacional, linguística clínica, lexicografia e terminologia (produção de dicionários), edição de textos, consultoria linguística, assessorias, dinamização cultural e ensino do português-língua materna.Variante de Português Língua Não Materna: investigação, cursos de pós-graduação profissionalizantes, ensino do português-língua não materna, produção de materiais didáticos do português língua não materna, assessoria, consultoria linguística, dinamização cultural.",Licenciatura,6 Semestres / 180 ECTS
42,https://sigarra.up.pt/flup/pt/cur_geral.cur_view?pv_curso_id=340,Licenciatura em Filosofia ,"Na licenciatura em Filosofia, propomos-te uma ""viagem"" recheada de conhecimento, reflexão crítica e argumentação, na companhia das obras e autores mais representativos dos 2.500 anos de História da Filosofia. Pelo meio, irás desenvolver competências que podes aplicar na análise de conceitos e argumentos e no questionamento da ação humana e das ciências, vais explorar os domínios centrais da Filosofia (metafísica, epistemologia, lógica, ética, filosofia política e estética), bem como outros mais específicos, tais como a fenomenologia, a filosofia da religião, ou a bioética.","Docência, investigação científica, fundamental e aplicada, atividade editorial e no campo das artes, atividade política e diplomática, comunicação social, dinamização cultural.",Licenciatura,6 Semestres / 180 ECTS
43,https://sigarra.up.pt/flup/pt/cur_geral.cur_view?pv_curso_id=341,Licenciatura em Geografia ,"Situada nas áreas de confluência entre as Ciências da Terra e do Ambiente e as Ciências Sociais, a licenciatura em Geografia confere uma sólida formação de base em torno dos conceitos transversais de ambiente, recursos naturais, território, ordenamento e sociedade. Com uma forte componente prática, o curso utiliza como instrumentos base de trabalho as tecnologias de informação e a cartografia.","Organizações e serviços públicos e privados ligados ao Planeamento, Ordenamento e Gestão do Território, Cartografia e Sistemas de Informação Geográfica, Turismo, Investigação em Geografia Física e Geografia Humana, Ensino (básico, secundário e superior).",Licenciatura,6 Semestres / 180 ECTS
44,https://sigarra.up.pt/flup/pt/cur_geral.cur_view?pv_curso_id=342,Licenciatura em História ,"Na licenciatura em História da FLUP, encontrarás uma formação sólida na área científica da História, a qual te permitirá: compreender a forma como as pessoas existiam, interagiam e pensavam nos diferentes contextos históricos, interpretar e usar de uma forma crítica textos e outras fontes de informação, apreciar a complexidade e diversidade de situações, acontecimentos e mentalidades do passado, e conhecer os problemas inerentes ao registo histórico em si mesmo. Tudo isto apoiado em conhecimentos, instrumentos e técnicas orientados para a intervenção profissionalizada nos universos cultural e social.","Ensino, Investigação científica, Turismo, Gestão de programas culturais, Relações Públicas e Comunicação social, Atividade editorial, Atividade de consultadoria, Produção de conteúdos, Câmaras e Fundações, Arquivos e Bibliotecas, Museus, Gabinetes de estudo.",Licenciatura,6 Semestres / 180 ECTS
47,https://sigarra.up.pt/flup/pt/cur_geral.cur_view?pv_curso_id=458,Licenciatura em Línguas e Relações Internacionais ,"Diferenciada pelo seu carácter transversal, a licenciatura em Línguas e Relações Internacionais oferece-te uma sólida formação em duas línguas estrangeiras, bem como conhecimentos aprofundados nos domínios da sociologia, do direito, da economia e da história, numa perspetiva internacional. Pelo meio, vais poder conhecer e explorar os conceitos, teorias, estruturas, métodos e a natureza das relações internacionais nos seus contextos histórico-políticos e socioeconómicos.","Profissões que exijam um bom conhecimento da área das Relações Internacionais, nomeadamente em instituições europeias, embaixadas e consulados, empresas com relações internacionais e órgãos de comunicação social. Esta formação poderá viabilizar o futuro acesso à carreira diplomática e à carreira de investigação na área.",Licenciatura,6 Semestres / 180 ECTS
48,https://sigarra.up.pt/flup/pt/cur_geral.cur_view?pv_curso_id=457,"Licenciatura em Línguas, Literaturas e Culturas ","Estudar de forma aprofundada o Alemão, o Espanhol, o Francês, o Inglês ou o Latim e o Grego, desvendar a cultura clássica, ou descobrir a literatura dos países africanos de expressão portuguesa... Tudo isso é possível neste curso orientado para o ensino alargado das línguas, culturas e literaturas, bem como de unidades curriculares que problematizam os fenómenos linguístico e literário, permitindo uma aplicação prática no ensino das línguas e nas relações interculturais.","Profissões que exijam um bom domínio da língua portuguesa e de línguas estrangeiras, designadamente em instituições europeias, embaixadas e consulados, empresas com relações internacionais, órgãos de comunicação social, turismo, indústria editorial, gestão de recursos humanos e animação cultural. A formação em Ensino permitirá a lecionação de Português e Línguas Estrangeiras nos ensinos básico e secundário.",Licenciatura,6 Semestres / 180 ECTS
49,https://sigarra.up.pt/flup/pt/cur_geral.cur_view?pv_curso_id=25501,Licenciatura em Literatura e Estudos Interartes ,,,Licenciatura,6 Semestres / 180 ECTS
50,https://sigarra.up.pt/flup/pt/cur_geral.cur_view?pv_curso_id=452,Licenciatura em Sociologia ,"O Curso de Sociologia dá-te a possibilidade de adquirires: competências nos domínios estruturadores do pensamento sociológico, competências metodológicas orientadas para a análise dos processos sociais, e competências de intervenção social cientificamente sustentadas. Espera-se ainda que fiques a conhecer a produção sociológica nacional e internacional, e desenvolvas uma cultura de cidadania crítica e reflexiva, juntamente com posturas profissionais assentes em princípios éticos.","Organizações sociais e empresariais: Integração em equipas de sondagens, elaboração de estudos de mercado, de publicidade e marketing, coordenação e implementação de estudos sobre clima social, satisfação laboral, comunicação interna, avaliação de projetos de intervenção social, formação, desenvolvimento de processos de melhoria contínua, gestão de recursos humanos, mediação de conflitos.Autarquias e instâncias do desenvolvimento regional e local: coordenação e implementação de medidas de intervenção social, urbanística, ambiental e escolar, gestão e requalificação do património cultural, formação e animação cultural.Organizações públicas e privadas: conceção e implementação de políticas sociais, promoção de estratégias de inclusão de grupos sociais desfavorecidos, colaboração na administração organizacional escolar, hospitalar ou de outra instituição, conceção e implementação de medidas de política de saúde, de emprego, de educação e formação, de habitação, de cultura e turismo.Centros de investigação: análise de bibliografia e produção de textos científicos, desenvolvimento de trabalho de campo, produção tratamento e análise de informação.",Licenciatura,6 Semestres / 180 ECTS
51,https://sigarra.up.pt/fmup/pt/cur_geral.cur_view?pv_curso_id=1201,Mestrado Integrado em Medicina ,"O Mestrado Integrado em Medicina da FMUP oferece uma formação prática intensa, abrangente e adaptada às necessidades dos futuros médicos, privilegiando o contacto precoce com unidades de saúde e doentes.Com acesos privilegiado a um conjunto alargado de unidades curriculares opcionais, os estudantes têm ainda a oportunidade de diferenciar e personalizar a sua formação e de participar, desde muito cedo no seu percurso académico, em atividades diversas, designadamente de investigação biomédica.No final do ciclo de estudos, o estudante deverá ter adquirido sólida formação científica e ter desenvolvido todas as competências indispensáveis ao exercício idóneo e responsável da Medicina.","Carreira Médica, Investigação Médica, Consultadoria na indústria farmacêutica, Ensino médico.",Mestrado Integrado,12 Semestres / 360 ECTS
52,https://sigarra.up.pt/fmdup/pt/cur_geral.cur_view?pv_curso_id=1220,Mestrado Integrado em Medicina Dentária ,"Sustentado numa formação sólida, integrada e global do âmbito das ciências biológicas e médicas, o Mestrado Integrado em Medicina Dentária permite-te desenvolver todas as competências necessárias para a prática clínica como Médico Dentista ao mais alto nível. Concebido para ir de encontro às características do atual mercado do trabalho, o curso privilegia uma preparação científica abrangente, o desenvolvimento de competências transversais e a capacidade para conceptualizar projetos e integrar equipas. De modo a acompanhar a evolução contante do conhecimento cientifico e as necessidades da comunidade em matéria de saúde oral, a formação aposta no ensino pós-graduado, disponibilizando com regularidade cursos de Pós-Graduação, Mestrado e Educação Contínua.","Exercício da profissão de Médico Dentista em regime público ou privado, Docência, Investigação.",Mestrado Integrado,10 Semestres / 300 ECTS
53,https://sigarra.up.pt/fpceup/pt/cur_geral.cur_view?pv_curso_id=818,Licenciatura em Ciências da Educação ,"A Licenciatura em Ciências da Educação (LCED) proporciona uma formação de ""banda larga"", que permitirá adquirir conhecimento científico para compreender os processos educativos e desenvolver competências de intervenção profissional em múltiplas áreas e em contextos de educação e formação para públicos de diferentes idades. O curso está estruturado em torno de quatro componentes, articuladas entre si: i) formação teórica pluridisciplinar em Educação, ii) formação em metodologias de investigação e intervenção, iii) formação teórico-prática promotora de competências comunicativo-relacionais, reflexivas e críticas, seminário de iniciação à mediação e à formação.","Técnica/o de educação em Agências de Desenvolvimento Local, Associações culturais, recreativas, desportivas, Autarquias (Câmaras Municipais, Juntas de Freguesia), ONG, Casas de Juventude, Centros de Educação e Formação de Adultos, Departamentos de formação em empresas, Centros de Dia, Centros Sociais e Comunitários, Comissões de Proteção de Crianças e Jovens (CPCJ), Departamentos/Equipas de Educação para a Saúde, Escolas e Agrupamentos do Ensino Básico e Secundário e TEIP, Lares de Infância e Juventude, Serviços Educativos e Culturais para a infância, juventude e 3.ª idade (Museus, Bibliotecas Municipais, Parques/Quintas/espaços verdes).",Licenciatura,6 Semestres / 180 ECTS
54,https://sigarra.up.pt/fpceup/pt/cur_geral.cur_view?pv_curso_id=22381,Licenciatura em Psicologia ,"A Licenciatura em Psicologia (LPSI) permite realizar uma formação inicial em Psicologia, através da aprendizagem de conteúdos e competências fundamentais, em conformidade com o EuroPsy/Certificado Europeu de Psicologia. Ao longo do curso, os/as estudantes adquirem conhecimentos básicos que contribuem para uma melhor compreensão da complexidade biopsicossocial do comportamento humano e das áreas de atuação da Psicologia (Clínica, Saúde, Educação, Organizações, Social, Trabalho, Justiça,...), ao mesmo tempo que desenvolvem uma compreensão crítica das teorias, dos métodos e das dimensões ética e deontológica da Psicologia.","A Licenciatura em Psicologia é direcionada para os/as candidatos/as que pretendam adquirir conhecimentos e competências para:- Aceder a um 2.º Ciclo em Psicologia (Mestrado) e, por essa via, reunir as condições académicas para o exercício profissional da Psicologia,- Prosseguir para um 3º Ciclo (Doutoramento),- Aceder a um 2.º Ciclo em outras áreas científicas e profissionais.Este curso pode ainda constituir um complemento de formação para profissionais provenientes de outras áreas científicas.",Licenciatura,6 Semestres / 180 ECTS
55,https://sigarra.up.pt/icbas/pt/cur_geral.cur_view?pv_curso_id=1288,Licenciatura em Ciências do Meio Aquático ,"Estruturada para a formação de investigadores, docentes e quadros superiores de instituições e de empresas com sólidos conhecimentos teóricos e práticos em Biologia Geral e Aquática, a licenciatura em Ciências o Meio Aquático do ICBAS destina-se a estudantes vocacionados para a biologia marinha, ecologia aquática, biotecnologia marinha, oceanografia, proteção da biodiversidade, aquacultura e pescas, gestão sustentável de recursos aquáticos e tecnologia alimentar. Se é o teu caso, mergulha neste curso!","Investigação científica, aquários e parques biológicos, divulgação científica e educação ambiental, ensino (superior, profissional e secundário), indústria alimentar, aquacultura e pescas, gestão ambiental e qualidade da água (ETARs, laboratórios de análise, etc.).",Licenciatura,6 Semestres / 180 ECTS
56,https://sigarra.up.pt/icbas/pt/cur_geral.cur_view?pv_curso_id=1289,Mestrado Integrado em Medicina ,"""O Médico que só sabe de Medicina, nem de Medicina sabe"". A frase pertence a Abel Salazar - professor histórico da U.Porto - e tem a sua expressão máxima no Mestrado Integrado em Medicina do ICBAS, assente num projeto pedagógico e institucional diferente da formação tradicional da Medicina.Privilegiando o contacto clínico precoce dos estudantes, o curso assume uma abordagem inovadora, assente no equilíbrio entre ciências exatas, biológicas, sociais e médicas, lecionadas por equipas multidisciplinares. De modo a formar médicos com uma preparação o mais abrangente possível, o ICBAS conta com a colaboração do ""vizinho"" Centro Hospitalar Universitário de Santo António (CHUP) e de outras instituições de saúde locais.","O Mestrado Integrado em Medicina do ICBAS oferece o leque de saídas profissionais da área médica, como sejam a prática de Medicina, a investigação em Ciências Médicas e Biomédicas e a Indústria.",Mestrado Integrado,12 Semestres / 360 ECTS
57,https://sigarra.up.pt/icbas/pt/cur_geral.cur_view?pv_curso_id=1290,Mestrado Integrado em Medicina Veterinária ,"Assente numa sólida formação cientifica nos diferentes domínios ligados direta ou indiretamente ao bem-estar animal, o curso de Medicina Veterinária proporciona-te o treino, ao mais alto nível, em clínica e produção animal, com especial ênfase nos animais de companhia, cavalos, bovinos e pequenos ruminantes. Parte da formação é lecionada no Centro Clínico de Vairão (Vila do Conde), que inclui o Centro Clínico de Equinos de Vairão (CCEV) e o Centro de Reprodução Animal de Vairão. A componente direcionada aos animais de companhia é lecionada no Hospital Veterinário da Universidade do Porto.","Medicina e Cirurgia de animais de companhia, de produção e de equinos, Controlo das doenças dos animais e Zoonoses, Saúde Pública, Qualidade e Segurança Alimentar, Gestão e desenvolvimento dos sistemas de produção animal, Bem-estar animal e proteção ambiental e Investigação Científica em todas as áreas das Ciências Biológicas.",Mestrado Integrado,11 Semestres / 330 ECTS
58,https://sigarra.up.pt/faup/pt/cur_geral.cur_view?pv_curso_id=27961,Mestrado em Inovação Digital para Práticas de Projeto ,"O Mestrado Profissionalizante em Inovação Digital para Práticas de Projeto (MDI) é um programa único no contexto nacional que promove a formação especializada de mestrado num ano, sem necessidade de interromper a vida profissional.Neste ciclo de estudos, descobrirá como desenvolver atividades de projecto de forma inovadora, com impacto nos objetivos fundamentais de transição digital e sustentável do sector profissional da arquitetura (AEC) e do design.O programa está estruturado para garantir um equilíbrio entre competências teóricas e operativas para fazer a verdadeira diferença no presente e futuro da profissão.",,Mestrado,2 Semestres
59,https://sigarra.up.pt/fbaup/pt/cur_geral.cur_view?pv_curso_id=1317,Mestrado em Arte e Design para o Espaço Público ,"Destinado a estudantes com formação nas áreas das Artes Plásticas, Design, Paisagismo, Arquitetura, entre outras outros, o Mestrado em Arte e Design para o Espaço Público da FBAUP apresenta-se como um curso inovador porque atua precisamente no inter-cruzamento de várias experiências e formações, permitindo uma transversalidade de conhecimento e das suas práticas, singular no contexto português e mesmo internacional. O curso promove reflexão e prática profissional focadas na intervenção no espaço público, considerando as suas diversas vertentes - sociais, políticas, urbanas e mesmo virtuais.","Análise e consultoria urbana, Direção artística, curadoria e/ou programação cultural no contexto da cidade e do espaço público, Desenvolvimento de atividades, autónomas ou em colaboração interdisciplinar, no âmbito das práticas artísticas espaciais e/ou relacionais em espaço público, Desenvolvimento de processos de participação/envolvimento público no âmbito das políticas urbanas e culturais, Atividades editoriais e de investigação em arte e design para o espaço público.",Mestrado,4 Semestres / 120 ECTS
60,https://sigarra.up.pt/fbaup/pt/cur_geral.cur_view?pv_curso_id=12881,Mestrado em Artes Plásticas ,"O Mestrado em Artes Plásticas da FBAUP dirige-se a estudantes de diversas origens, nacionalidades, culturas e formações que desejem desenvolver as suas competências e aprofundar os seus estudos nos domínios do Desenho, Escultura, Intermédia e Pintura, cruzando dinâmicas e ferramentas que sustentem desenvolvimentos teórico-práticos e projetos individuais.O programa de estudos estrutura-se num regime de trabalho em estúdio coordenado por docentes da FBAUP com a colaboração de professores, artistas e investigadores convidados.","Atividade artística independente, Atividade de investigação em Artes Plásticas, Colaboração em equipas multidisciplinares empresariais e industriais, Participação em equipas multidisciplinares em instituições e organizações culturais, Dinamização e produção cultural de âmbito local, nacional ou internacional, Colaboração diversa com museus, galerias, teatros, e outros espaços culturais.",Mestrado,4 Semestres / 120 ECTS
62,https://sigarra.up.pt/fbaup/pt/cur_geral.cur_view?pv_curso_id=1318,Mestrado em Design Gráfico e Projetos Editoriais ,"O Mestrado em Design Gráfico e Projetos Editoriais da FBAUP habilita os estudantes a desenvolver as suas capacidades narrativas, um melhor pensamento estratégico em busca da resolução de problemas e soluções conceptuais, materiais e discursivas inovadoras, na área da edição e do design gráfico. Com uma estrutura curricular assente em quatro vertentes interdependentes (Design Editorial, Tipografia, Infografia e Ilustração), o curso distingue-se pela forte aproximação ao mundo empresarial, através da criação de laboratórios de I&D que proporcionam aos estudantes a oportunidade de ligar estudos académicos e prática profissional.","Design gráfico, Design de comunicação, Direção de arte, Edição, Produção de conteúdos, Ilustração e visualização de dados.",Mestrado,4 Semestres / 120 ECTS
63,https://sigarra.up.pt/fbaup/pt/cur_geral.cur_view?pv_curso_id=2021,Mestrado em Design Industrial e de Produto ,"O Mestrado em Design Industrial e de Produto da FBAUP visa desenvolver conhecimentos e competências na área, designadamente no referente a setores transversais do tecido produtivo. Nesse sentido, procura-se que os estudantes adquirem competências para trabalhar de forma autónoma e para colaborar em equipas de trabalho multidisciplinares.","Atividades em empresas industriais, Atividades em ateliers de design, Atividades em empresas de consultoria, Atividade por conta própria, Ensino, Investigação.",Mestrado,4 Semestres / 120 ECTS
64,https://sigarra.up.pt/fbaup/pt/cur_geral.cur_view?pv_curso_id=1339,Mestrado em Estudos de Arte ,"O Mestrado em Estudos de Arte (MEA) oferece um ambiente criativo e estimulante para estudantes oriundos de diversos campos académicos e profissionais que pretendam expandir de forma crítica e criativa o âmbito da sua atividade no mundo da arte, especializando-se em Teoria e Crítica da Arte ou Estudos Museológicos e Curadoriais. O MEA proporciona uma sólida base teórica e crítica para aqueles que pretendam desenvolver projetos de investigação e uma diversidade de competências necessárias à construção de uma carreira profissional independente como curador ou programador cultural, ou integrando a equipa de uma instituição.","Atividade editorial na área das artes, mediação cultural, gestão de coleções, organização de exposições e outros eventos culturais, colaboração com museus, coleções e galerias de arte em áreas como curadoria, investigação, educação, produção, comunicação.",Mestrado,4 Semestres / 120 ECTS
65,https://sigarra.up.pt/fbaup/pt/cur_geral.cur_view?pv_curso_id=27781,"Mestrado em Ilustração, Edição e Impressão ",,,Mestrado,4 Semestres / 120 ECTS
66,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=19141,Mestrado em Aplicações em Biotecnologia e Biologia Sintética ,"O M:ABBS centra-se em promover a compreensão das várias dimensões relevantes em biotecnologia e biologia sintética e suas diversas áreas de aplicação científica e tecnológica, com vista a fazer face aos atuais desafios societais e a promover uma maior sustentabilidade. Assim, este ciclo de estudos confere conhecimento prático e teórico no âmbito da aplicação de conceitos fundamentais da química e da biologia para explicar e descrever processos fundamentais em biotecnologia e biologia sintética, visando integrar os conhecimentos adquiridos numa perspetiva global das aplicações da química e da biologia nos mais diversos quadrantes de intervenção da biotecnologia. Visa-se, também: conferir aptidões laboratoriais básicas em biotecnologia e biologia sintética, promover a comunicação e colaboração eficiente em equipa, preparar para a elaboração e apresentação de comunicações científico-tecnológicas adaptadas às especificidades de cada audiência, treinar as capacidades de organização de tarefas de acordo com um plano de trabalho e de recolha e análise crítica da informação científico-tecnológica, consciencializar para os aspetos éticos subjacentes ao trabalho em biotecnologia e biologia sintética e para a necessidade de atualização e formação ao longo da vida.","Indústria alimentar (biotecnologia alimentar),Engenharia ambiental (biotecnologia ambiental),Recursos marinhos (biotecnologia azul),Engenharia agro-florestal (biotecnologia vegetal e de sementes),Indústria (bio)farmacêutica e engenharia biomédica (química medicinal, regulação génica, biologia sintética, biotecnologia de plantas medicinais, bionanotecnologia),Investigação científica e desenvolvimento nas áreas da biotecnologia e biologia sintética,Consultadoria, gestão industrial e empresarial.",Mestrado,4 Semestres / 120 ECTS
67,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=1027,Mestrado em Arquitetura Paisagista ,"Destinado a licenciados em arquitetura paisagista ou em áreas afins, o Mestrado em Arquitetura Paisagista (MAP) da FCUP propõe uma abordagem vocacionada para a intervenção em espaço urbano e rural, em paisagens culturais e naturais, e em paisagens degradadas. O objetivo principal do curso é formar profissionais com competências em projeto de arquitetura paisagista, ordenamento do território, planeamento e gestão da paisagem.","Projeto de arquitetura paisagista (Gabinetes privados, administração central e local, organizações não governamentais), Gestão de projeto, Recuperação de património natural e cultural, Ordenamento do território (Gabinetes privados, administração central e local, organizações não governamentais), Construção de espaços exteriores, Fiscalização de obras,Gestão e manutenção de espaços exteriores,Gestão da paisagem, Conservação da natureza, Comunicação e representação digital, Investigação científica.",Mestrado,4 Semestres / 120 ECTS
68,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=871,Mestrado em Astronomia e Astrofísica ,"O Mestrado em Astronomia e Astrofísica da FCUP visa complementar e aprofundar a formação de estudantes licenciados em Astronomia, Física, Matemática e áreas afins, melhorando a sua preparação tendo em vista o início de uma carreira de investigação em Astronomia e Astrofísica. Ao longo do curso são exploradas as mais avançadas técnicas e métodos utilizados na área, muitos deles transversais e relevantes também para uma carreira não académica. Este Mestrado abre igualmente portas para excelentes oportunidades alavancadas pela presença de Portugal no ESO e na ESA.","Investigação, Comunicação e divulgação de ciência, Ensino, Trabalho científico e/ou técnico em institutos e/ou empresas.",Mestrado,4 Semestres / 120 ECTS
76,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=876,Mestrado em Ciência de Computadores ,"O Mestrado em Ciência de Computadores visa a formação avançada e de qualidade de profissionais e investigadores em diferentes especialidades da área científica de Ciência de Computadores.Neste curso são aprofundadas competências profissionais em Ciência de Computadores / Informática através das componentes teórica, prática e de investigação, para seguir de imediato uma carreira numa empresa, ou para prosseguir investigação científica. Para tal, é privilegiado o contacto com as empresas e com vários centros de investigação de excelência (INESC TEC, IT-Instituto de Telecomunicações, LIACC e CMUP).","Programação avançada, Análise de sistemas, Gestão de bases de dados, Data mining, Gestão de projetos informáticos, Administração de sistemas, Investigação",Mestrado,4 Semestres / 120 ECTS
69,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=19701,Mestrado em Avaliação e Remediação de Solos ,"O Mestrado em Avaliação e Remediação de Solos, oferecido pela Faculdade de Ciências, em parceria com a Faculdade de Engenharia, visa a formação de profissionais com conhecimentos e competências para efetuarem avaliações da qualidade dos solos, e ainda para proporem estratégias de remediação ajustadas ao tipo de degradação e ao uso futuro de cada área. O curso permite desenvolver competências transversais essenciais nos domínios da Geologia, Hidrologia, Modelação, Ecologia, Ecotoxicologia, Microbiologia, Avaliação de Risco, Remediação de Solos e Sistemas Geográficos de Informação.","Gestão de agroecossistemas e de áreas florestais, Avaliação de risco de áreas contaminadas, Reabilitação de áreas contaminadas, Avaliação de Risco de Produtos Fitofarmacêuticos, Desenvolvimento e implementação de projetos de desenvolvimento rural e economia circular, Planeamento urbano, conservação da natureza e dos recursos naturais.Empresas, instituições públicas e outras organizações ambientais, Consultoria ambiental,Atividades de I&D nas áreas científicas de avaliação e remediação de solos, Elaborar e gerir projetos e criar novas ideias de negócio focadas na avaliação/remediação de solos (agrícolas, residenciais, industriais, florestal), incluindo a avaliação e a proteção das massas de água, dos ecossistemas e da saúde humana.",Mestrado,4 Semestres / 120 ECTS
70,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=872,"Mestrado em Biodiversidade, Genética e Evolução ","O Mestrado em Biodiversidade, Genética e Evolução da FCUP visa a formação avançada de licenciados em Biologia, Ciências Agrárias e Veterinárias, ou licenciaturas afins, que pretendam adquirir uma pós-graduação no domínio da Biodiversidade e Biologia Evolutiva, ou que desejem aprofundar ou aplicar estes conhecimentos. O objetivo passa por proporcionar uma formação aprofundada na utilização de novos métodos analíticos e no uso de tecnologias recentes, nomeadamente no domínio dos sistemas de informação geográfica e da utilização de técnicas de genética molecular e populacional.","Desempenho de funções em áreas ligadas à Biodiversidade, seja em empresas seja na administração pública, Investigador nas áreas da Biodiversidade",Mestrado,4 Semestres / 120 ECTS
71,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=16821,Mestrado em Bioinformática e Biologia Computacional ,"O Mestrado em Bioinformática e Biologia Computacional da FCUP visa a formação de profissionais com aptidões para a inovação e criação de conhecimento científico, nas suas vertentes fundamental e aplicada, na emergente área de interface entre a informática e a biologia. A estrutura curricular do curso está organizada de forma a que os estudantes adquiram conhecimentos e competências transversais à matemática, computação, bioquímica e biologia, estas duas numa perspetiva informática.","Ómicas: Genómica, Transcriptomica, Epigenómica, Ciência de Dados, Desenho e descoberta de drogas/medicamentos, Biologia Evolutiva, Desenvolvimento de algoritmos e bases de dados biológicas, Metagenómica.",Mestrado,4 Semestres / 120 ECTS
72,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=1015,Mestrado em Biologia Celular e Molecular ,"O Mestrado em Biologia Celular e Molecular da FMUP promove a excelência da formação avançada em áreas emergentes e interdisciplinares de Biologia Celular e Molecular, através de trabalho de investigação/estágio. Assente numa formação sólida e no conhecimento atual em áreas modernas de Biologia Celular e Molecular, o curso prepara fortes candidatos a doutoramento, mas também sensibiliza os estudantes para as possíveis oportunidades profissionais que um mestrado interdisciplinar oferece fora do mundo académico.","Biotecnologia, Saúde pública (hospitais, centros de diagnóstico e laboratórios de análise), Diagnóstico Molecular na saúde e na cadeia alimentar, Investigação em diversas áreas com enfâse na Biologia/Genética Molecular",Mestrado,4 Semestres / 120 ECTS
